age,gender,address,family_size,parent_status,mother_education,father_education,mother_job,father_job,study_time,past_failures,extra_support,family_support,paid_classes,activities,nursery,higher_ed_aspiration,internet_access,romantic,travel_time,free_time,go_out,dalc,walc,health,absences,G1,G2,login_frequency,assignment_submission_rate,attendance_rate,engagement_score,forum_posts,resource_access,G3,grade_label,pass_fail
18,F,Urban,GT3,Together,4,3,teacher,teacher,3,0,0,0,0,0,1,1,1,0,1,4,1,3,2,5,5.0,18.0,14.0,17.0,0.6133076861557042,0.845909530060679,7.687831657462462,17.0,40.0,18.0,A,1
21,M,Urban,GT3,Together,3,3,services,at_home,2,0,1,1,1,0,0,0,1,1,2,5,2,4,2,3,1.0,13.0,16.0,19.0,0.6728070443716462,0.7822485267361909,8.540859244843118,16.0,24.0,16.0,A,1
17,F,Rural,GT3,Apart,2,2,teacher,other,2,1,1,1,0,0,0,1,1,0,2,5,4,3,2,1,1.0,13.0,12.0,15.0,0.6949531776621296,0.562035664806052,5.3185075843261576,9.0,36.0,13.0,C,1
22,M,Urban,GT3,Apart,3,1,health,other,4,0,0,1,1,1,1,1,1,0,4,2,1,4,3,2,0.0,15.0,16.0,19.0,0.7179879730029383,0.6944744445549964,7.602807644536846,12.0,39.0,20.0,A,1
17,M,Urban,GT3,Together,4,2,other,teacher,2,0,0,1,0,1,1,1,0,0,4,2,1,4,1,3,1.0,14.0,15.0,17.0,0.7874474378379632,0.776826519247053,5.632225986571898,14.0,24.0,14.0,B,1
19,F,Rural,GT3,Together,4,2,teacher,health,4,0,1,0,1,0,1,1,0,0,4,3,1,1,3,5,0.0,18.0,18.0,24.0,0.8994259509259976,0.8333095889263981,6.048067239391149,15.0,30.0,20.0,A,1
19,F,Urban,GT3,Together,2,1,other,services,3,1,1,0,0,0,1,1,0,1,2,2,1,2,1,5,3.0,15.0,13.0,13.0,0.561262842773437,0.8230425417377252,8.461281874345755,13.0,45.0,16.0,A,1
21,M,Urban,GT3,Together,2,4,teacher,health,2,1,0,1,0,1,1,1,1,0,1,4,4,2,2,2,5.0,17.0,14.0,15.0,0.5889675657588909,0.8548964096689712,9.556101883019732,15.0,28.0,16.0,A,1
18,M,Urban,GT3,Together,4,0,at_home,other,3,0,1,0,0,1,1,1,1,0,1,3,2,2,2,1,8.0,15.0,13.0,16.0,0.7370420857543292,0.7011359297892342,4.548732053430414,9.0,43.0,17.0,A,1
17,M,Urban,GT3,Apart,4,3,services,other,3,1,1,1,0,1,1,1,0,1,2,3,5,3,3,1,3.0,12.0,14.0,16.0,0.5671331577351795,0.7225593393996577,4.506604465540521,9.0,26.0,13.0,C,1
15,F,Urban,LE3,Apart,1,4,other,health,3,1,0,1,1,0,1,1,1,0,1,5,1,1,3,3,1.0,11.0,9.0,10.0,0.6759889129532823,0.618038318354435,5.943034519349203,11.0,25.0,12.0,C,1
17,M,Rural,GT3,Together,4,2,health,other,2,0,0,0,0,1,1,1,0,0,1,2,3,1,4,3,2.0,14.0,13.0,19.0,0.776477711239622,0.5663735960777376,4.481556370043865,13.0,34.0,14.0,B,1
21,M,Urban,LE3,Together,1,3,health,services,1,1,1,0,0,0,1,1,1,0,1,5,4,1,2,3,2.0,7.0,8.0,12.0,0.4204333181233998,0.4714275591306448,5.405826808237836,11.0,27.0,10.0,D,1
15,M,Rural,LE3,Together,1,3,other,services,1,0,1,1,1,0,0,1,1,0,1,3,2,1,1,2,2.0,16.0,14.0,21.0,0.7281770385599864,0.719464380474835,8.097428718775296,15.0,35.0,18.0,A,1
22,M,Rural,GT3,Together,4,2,other,at_home,2,0,1,1,0,1,0,1,1,1,2,5,4,1,3,5,10.0,17.0,16.0,22.0,0.8739863803368497,0.9054601750448178,7.023147178850837,12.0,33.0,20.0,A,1
19,F,Urban,GT3,Together,3,3,other,teacher,3,0,0,1,0,0,1,1,1,0,4,3,5,1,2,3,1.0,13.0,13.0,16.0,0.7599792186745263,0.7880842170073576,7.681215833812306,8.0,32.0,20.0,A,1
16,F,Rural,LE3,Together,3,4,teacher,at_home,3,0,1,0,1,1,1,1,1,0,1,4,4,1,3,5,6.0,20.0,20.0,25.0,0.8949410163452087,0.7672906410052791,6.568145105643903,15.0,48.0,20.0,A,1
17,M,Rural,LE3,Together,4,4,health,other,2,0,1,1,0,0,1,0,1,1,1,1,4,2,2,2,3.0,16.0,14.0,19.0,0.8651696036356324,0.841050694188123,6.00618206382254,12.0,32.0,16.0,A,1
19,M,Rural,LE3,Together,4,4,other,other,1,0,1,0,1,0,0,1,1,0,2,2,3,2,2,2,7.0,15.0,16.0,17.0,0.7248390303833857,0.7872547419259145,8.688194488011167,15.0,37.0,20.0,A,1
17,M,Urban,GT3,Apart,1,4,other,services,1,0,0,0,1,1,1,1,1,1,1,3,5,2,3,3,4.0,12.0,13.0,17.0,0.45188768140821417,0.5111177901559538,4.19173968598892,13.0,28.0,15.0,B,1
15,M,Urban,LE3,Together,3,2,other,other,3,0,0,1,0,0,1,1,0,0,3,2,4,1,2,4,9.0,20.0,18.0,25.0,0.8619433082862696,0.831995704362517,7.1254275165025085,18.0,37.0,20.0,A,1
20,F,Urban,GT3,Together,4,4,services,services,2,0,0,1,1,0,1,1,1,1,2,1,1,5,4,2,2.0,18.0,19.0,23.0,0.9194524150086439,0.9676771366857434,8.655814030850001,15.0,35.0,20.0,A,1
20,F,Urban,GT3,Together,3,3,health,at_home,3,0,0,1,1,0,1,1,1,1,1,3,4,1,3,3,3.0,18.0,17.0,21.0,0.957227303550239,0.7762200797049729,6.486959866893048,13.0,32.0,20.0,A,1
15,F,Urban,GT3,Apart,4,3,other,services,1,0,0,1,0,0,1,1,1,1,2,2,1,2,2,3,10.0,13.0,14.0,14.0,0.5093790022104256,0.7416839600861556,6.454380376762272,12.0,39.0,15.0,B,1
17,F,Urban,GT3,Together,4,3,other,other,2,0,1,0,1,1,1,1,1,0,2,4,5,4,1,4,1.0,14.0,16.0,20.0,0.6791880188439652,0.7571990220851407,8.6859576581245,11.0,47.0,19.0,A,1
16,F,Urban,LE3,Together,2,4,teacher,health,4,1,0,1,0,0,1,1,1,1,2,3,2,4,1,4,3.0,14.0,14.0,16.0,0.6953274568921464,0.731958030083332,5.5483319087796605,9.0,22.0,18.0,A,1
20,F,Rural,LE3,Together,2,4,other,other,1,1,1,0,1,1,1,1,1,1,1,3,4,2,1,2,4.0,12.0,14.0,17.0,0.7635122583538617,0.666740098011105,6.0792542317964555,12.0,24.0,14.0,B,1
20,M,Urban,GT3,Together,4,2,other,other,1,0,0,1,1,1,1,1,1,0,1,5,4,1,2,1,4.0,15.0,17.0,20.0,0.8105614945820292,0.764702559724906,4.89126180612481,13.0,48.0,18.0,A,1
20,M,Urban,LE3,Together,4,3,services,services,3,1,1,0,0,1,1,1,0,0,1,1,2,3,1,2,3.0,8.0,10.0,12.0,0.39593619349195575,0.6632936336274433,6.241847385855834,6.0,22.0,12.0,C,1
22,M,Urban,LE3,Apart,1,2,services,other,2,0,0,1,0,0,0,0,1,0,3,4,5,2,3,1,5.0,13.0,14.0,13.0,0.7732862144437035,0.662894853832945,5.825296042122499,14.0,30.0,16.0,A,1
21,F,Urban,LE3,Together,2,3,other,health,4,3,1,0,0,1,1,1,0,1,1,3,3,3,2,3,0.0,8.0,10.0,14.0,0.5474851507850529,0.44992368145276135,7.000268008789397,11.0,30.0,10.0,D,1
17,M,Urban,LE3,Together,4,4,services,other,4,0,1,1,1,1,1,1,1,1,1,4,3,1,1,3,6.0,18.0,19.0,19.0,0.9608049208040782,0.8271691882587803,5.99280775441294,12.0,37.0,20.0,A,1
15,F,Urban,GT3,Together,1,4,at_home,services,3,0,1,0,1,0,0,1,1,0,2,5,3,4,2,1,5.0,17.0,14.0,16.0,0.8345308563232422,0.8236238132848238,8.561151757121882,15.0,36.0,20.0,A,1
19,F,Urban,GT3,Apart,1,3,other,health,1,0,0,1,0,1,1,1,1,0,2,2,2,4,4,5,4.0,15.0,14.0,14.0,0.5527418688722558,0.7138226465521355,8.418974678353955,9.0,44.0,17.0,A,1
22,F,Urban,GT3,Apart,4,3,health,other,2,0,0,1,0,0,1,1,1,0,1,2,1,3,2,4,4.0,18.0,18.0,21.0,0.96616472296226,0.904629005381513,9.280344393555275,15.0,41.0,20.0,A,1
22,M,Urban,GT3,Together,4,2,other,at_home,4,0,1,1,1,0,1,1,1,0,4,4,5,4,4,3,3.0,20.0,20.0,19.0,0.8590037487476765,0.8219351542557893,9.671897340714665,17.0,47.0,20.0,A,1
16,M,Urban,GT3,Together,4,2,services,at_home,2,0,0,1,0,0,1,1,1,1,2,4,5,2,4,1,0.0,16.0,17.0,18.0,0.9213933755013162,0.81107835403127,6.138946496033445,14.0,30.0,20.0,A,1
16,M,Urban,GT3,Together,3,2,services,at_home,4,0,1,0,0,0,0,1,1,0,4,1,5,1,4,1,2.0,20.0,19.0,25.0,0.747952498505634,0.9930476760035216,7.933662449012205,18.0,36.0,20.0,A,1
15,F,Urban,GT3,Together,3,4,other,teacher,3,1,0,1,0,0,1,1,1,1,1,2,5,2,3,5,7.0,20.0,20.0,22.0,0.9776613160347254,0.908789859999075,7.9297617417868285,15.0,52.0,20.0,A,1
16,F,Urban,GT3,Together,4,2,other,teacher,1,1,0,1,1,0,1,1,0,0,2,5,4,2,4,2,1.0,10.0,10.0,16.0,0.4567120602635152,0.6160457729852058,4.205190411315895,8.0,38.0,11.0,D,1
19,F,Urban,LE3,Together,2,4,services,other,2,0,1,0,0,0,1,1,0,0,2,3,5,2,2,5,3.0,15.0,15.0,17.0,0.5406818561707709,0.7911420721548881,6.958452230642665,13.0,43.0,16.0,A,1
19,M,Urban,GT3,Apart,2,2,other,other,3,1,1,1,1,1,1,1,1,1,2,5,5,1,3,4,0.0,16.0,15.0,15.0,0.8904141488231672,0.8256538694068508,8.137665179849554,12.0,26.0,20.0,A,1
17,M,Rural,LE3,Together,4,3,other,teacher,1,0,1,1,1,0,0,1,1,0,1,4,2,2,1,4,5.0,16.0,14.0,20.0,0.6312373621529552,0.6925868860749828,6.893633880000505,10.0,43.0,16.0,A,1
17,M,Rural,LE3,Together,4,3,other,services,2,3,0,1,0,1,1,1,1,1,1,2,3,1,1,5,2.0,7.0,7.0,9.0,0.27318173916414995,0.5155540124073139,6.9723219497768865,8.0,11.0,5.0,F,0
21,F,Rural,LE3,Together,4,3,other,other,3,0,1,1,1,1,0,1,1,1,3,2,1,3,5,5,5.0,14.0,14.0,20.0,0.7911740151891629,0.6798505426476014,7.743792209210875,10.0,36.0,19.0,A,1
18,F,Urban,GT3,Together,2,3,health,other,1,1,1,1,0,0,1,1,1,1,3,5,4,4,2,2,4.0,8.0,8.0,9.0,0.43120710443321586,0.4772876365591113,4.613495513484857,9.0,29.0,10.0,D,1
21,M,Urban,GT3,Together,4,3,services,other,2,2,0,1,0,0,1,1,1,1,1,4,1,1,1,5,5.0,9.0,12.0,16.0,0.5692583496387262,0.5838104713484248,5.169787695540153,11.0,26.0,10.0,D,1
22,F,Urban,GT3,Together,3,4,at_home,at_home,3,1,0,1,1,0,0,1,0,0,1,3,4,3,1,1,2.0,14.0,14.0,17.0,0.8346952926020339,0.6773443390207267,7.118033122365577,15.0,33.0,18.0,A,1
17,M,Rural,GT3,Apart,3,3,teacher,at_home,3,1,0,1,0,1,1,1,0,0,1,4,5,1,2,4,3.0,14.0,14.0,19.0,0.6582481755564251,0.5627605823922709,6.3588200173238665,15.0,40.0,14.0,B,1
16,F,Rural,LE3,Together,4,1,other,other,2,0,1,0,1,0,1,1,1,1,2,3,3,2,4,2,1.0,15.0,17.0,16.0,0.5834844795270533,0.8425985229013163,5.909691499288531,15.0,46.0,20.0,A,1
22,M,Rural,GT3,Together,3,2,services,services,4,1,0,1,1,0,1,1,1,0,1,2,4,4,4,4,22.0,13.0,13.0,17.0,0.69691514514387,0.6978015889645461,6.505229846953765,15.0,24.0,15.0,B,1
20,M,Rural,LE3,Together,4,3,services,teacher,4,0,1,1,0,1,0,1,1,1,3,5,5,1,1,5,8.0,16.0,17.0,16.0,0.8262098227447479,0.6775239293069193,8.313573025352284,14.0,28.0,20.0,A,1
17,F,Urban,GT3,Together,3,3,health,teacher,2,0,0,0,1,0,1,1,0,0,1,5,4,1,1,3,3.0,14.0,12.0,18.0,0.5229728826953018,0.6008923930447798,5.692224726990704,13.0,35.0,17.0,A,1
19,M,Rural,LE3,Apart,4,3,services,other,1,3,1,1,1,0,0,1,1,1,2,5,3,5,1,1,3.0,10.0,8.0,10.0,0.5058941715027216,0.575810393906804,4.116618605816837,12.0,19.0,5.0,F,0
19,M,Rural,LE3,Together,4,3,services,services,3,0,1,1,0,1,1,1,1,0,3,4,5,1,3,5,1.0,17.0,18.0,19.0,0.7417273277690949,0.8241550559488762,6.336963008615909,17.0,31.0,20.0,A,1
22,M,Urban,GT3,Together,4,2,other,other,2,0,0,1,0,1,1,1,0,1,1,5,1,1,2,1,7.0,17.0,17.0,21.0,0.6124725543083583,0.8695263993169713,6.914108982824363,16.0,31.0,19.0,A,1
17,M,Rural,GT3,Together,1,4,other,other,3,2,0,1,1,0,1,1,1,0,3,3,2,2,3,4,1.0,17.0,16.0,19.0,0.6865608491322828,0.7830195824078351,6.171837780630267,17.0,30.0,16.0,A,1
22,F,Urban,GT3,Apart,2,3,health,services,2,0,0,0,0,0,1,1,1,0,4,2,2,1,3,3,2.0,17.0,18.0,22.0,0.9308364124176745,0.9221407930620045,9.065493615345481,14.0,38.0,20.0,A,1
22,F,Rural,GT3,Together,4,3,health,other,2,0,0,1,0,0,1,1,1,1,2,1,2,1,1,3,3.0,16.0,17.0,20.0,0.68258657086727,0.6594865063982279,8.143571196818892,18.0,49.0,20.0,A,1
16,F,Rural,GT3,Together,4,3,other,other,2,0,0,1,0,0,1,1,0,0,1,2,4,3,1,2,3.0,14.0,13.0,13.0,0.5505720974221656,0.7227064940141579,5.484661156723838,11.0,41.0,17.0,A,1
16,M,Urban,GT3,Together,4,4,teacher,teacher,2,1,1,1,0,0,1,1,1,0,2,3,4,2,2,3,0.0,19.0,18.0,23.0,0.976819496946737,0.8127151527052214,10.0,12.0,41.0,20.0,A,1
19,F,Urban,LE3,Together,1,3,at_home,other,4,1,0,0,0,0,1,1,1,0,1,1,1,1,3,1,5.0,15.0,16.0,17.0,0.6763143873111256,0.6958028431648912,7.878360673076744,11.0,25.0,19.0,A,1
15,M,Urban,LE3,Together,3,4,at_home,at_home,2,0,0,1,1,1,1,1,1,0,4,2,2,2,3,2,1.0,16.0,14.0,18.0,0.8541956694637787,0.8705925614307941,5.212364659864542,13.0,39.0,19.0,A,1
17,M,Rural,LE3,Together,4,1,at_home,services,4,0,0,1,1,1,1,1,1,0,2,5,5,1,5,3,5.0,18.0,17.0,17.0,0.9205820282762828,0.9278922497455906,9.396686473341308,11.0,38.0,20.0,A,1
18,M,Rural,LE3,Together,4,3,other,other,1,0,0,0,1,1,0,0,1,0,3,2,3,2,1,4,5.0,14.0,15.0,16.0,0.6721625750436351,0.6263648087410384,8.118510474150561,10.0,41.0,18.0,A,1
22,F,Urban,GT3,Together,1,3,other,other,3,0,1,1,0,1,1,1,1,0,2,2,2,5,5,3,6.0,17.0,17.0,22.0,0.7297365816852739,0.6697311045271412,7.600143227828381,13.0,38.0,18.0,A,1
22,F,Rural,GT3,Together,3,3,other,services,4,1,0,1,0,0,1,1,1,0,1,4,3,3,1,5,3.0,14.0,13.0,20.0,0.5207012835429554,0.7989264717463307,5.217317621824554,13.0,37.0,13.0,C,1
16,F,Urban,GT3,Apart,2,2,other,other,2,2,0,1,0,0,1,1,0,1,2,5,4,2,2,2,1.0,9.0,8.0,15.0,0.36421576525335775,0.42703909313508515,6.6043812677179465,6.0,18.0,8.0,F,0
22,M,Urban,GT3,Together,3,3,health,other,1,0,0,1,0,1,1,0,1,1,3,5,3,2,1,1,6.0,14.0,12.0,17.0,0.5363551136794752,0.8009750119900929,4.522591086846633,12.0,40.0,15.0,B,1
15,M,Urban,GT3,Together,2,2,health,other,3,0,1,1,1,0,0,1,1,0,1,5,5,3,2,2,13.0,15.0,15.0,14.0,0.6896238628501106,0.6706959560832728,6.590176308956746,14.0,42.0,17.0,A,1
20,F,Urban,GT3,Together,1,4,services,teacher,3,0,1,1,0,0,0,1,1,0,1,1,5,2,1,1,1.0,18.0,20.0,21.0,0.795239703095701,0.8409961612880466,9.78661297273996,18.0,38.0,20.0,A,1
21,F,Urban,LE3,Apart,1,2,services,services,2,0,0,1,1,1,1,1,1,0,4,1,5,1,1,3,4.0,15.0,16.0,15.0,0.8226345137194154,0.617245176861838,8.657203985591723,15.0,47.0,18.0,A,1
22,M,Urban,LE3,Together,4,2,at_home,at_home,2,0,1,1,0,0,1,1,0,1,1,4,1,1,3,5,1.0,17.0,15.0,20.0,0.6638365860472769,0.7812594119600635,7.949461184476453,12.0,28.0,19.0,A,1
16,M,Urban,GT3,Together,4,3,health,other,3,0,1,1,1,0,1,1,1,1,3,5,3,1,4,3,4.0,15.0,17.0,16.0,0.708581895221807,0.6766207917859663,4.838711262501927,18.0,25.0,18.0,A,1
22,M,Urban,GT3,Apart,4,2,health,at_home,2,0,1,1,1,0,1,1,1,0,1,4,3,5,3,1,3.0,14.0,13.0,20.0,0.515447598238139,0.6680727965140318,5.715611549036643,15.0,39.0,16.0,A,1
15,F,Rural,LE3,Together,3,1,services,other,3,2,0,0,1,1,0,1,1,0,3,5,4,2,4,3,1.0,13.0,13.0,13.0,0.5499269909832605,0.7983217130079545,8.165989596661042,11.0,35.0,15.0,B,1
19,M,Urban,LE3,Together,3,3,other,services,2,0,1,0,1,1,1,1,1,1,2,4,5,1,3,4,4.0,13.0,12.0,12.0,0.7115570485688759,0.5820218249773881,7.356829209226298,8.0,22.0,16.0,A,1
18,F,Rural,GT3,Apart,3,3,other,other,1,0,1,1,1,0,1,1,0,0,1,2,3,1,5,5,0.0,16.0,20.0,23.0,0.8774851455797031,0.8754756631703271,9.452976548845644,15.0,31.0,20.0,A,1
17,M,Urban,GT3,Together,3,2,other,other,3,1,0,1,1,0,1,1,0,0,1,5,2,4,1,3,0.0,16.0,14.0,15.0,0.6657771282830963,0.6480968963963596,4.814906255592062,16.0,26.0,15.0,B,1
15,F,Urban,LE3,Together,3,3,health,other,2,0,0,1,0,1,1,1,1,0,1,4,5,1,5,3,5.0,18.0,19.0,17.0,0.849615621072546,0.8842040237059883,10.0,18.0,32.0,20.0,A,1
21,M,Urban,GT3,Together,4,3,services,other,4,0,0,1,0,0,1,1,1,1,2,2,4,3,2,3,0.0,20.0,19.0,22.0,0.8429167750195675,0.820496269594401,6.995249446425964,19.0,41.0,20.0,A,1
17,M,Urban,GT3,Together,4,4,other,other,2,0,0,1,1,1,1,1,1,0,1,3,3,3,2,2,2.0,18.0,20.0,25.0,0.9783271920544243,0.9219690731075241,7.36146504692285,19.0,30.0,20.0,A,1
20,M,Urban,LE3,Apart,4,2,other,teacher,2,0,0,0,0,1,1,1,1,0,1,3,5,4,3,1,2.0,11.0,12.0,12.0,0.5406417629982927,0.7049367661605559,7.652915118411871,13.0,30.0,16.0,A,1
18,M,Urban,GT3,Together,2,2,other,other,2,0,1,1,1,1,1,1,1,1,2,1,2,1,1,4,7.0,15.0,18.0,18.0,0.8302400682112007,0.9004528494632137,6.981095816009413,11.0,40.0,20.0,A,1
17,F,Urban,LE3,Together,3,4,at_home,other,2,0,1,1,0,0,0,1,1,0,4,2,2,3,1,1,1.0,18.0,20.0,19.0,0.7414852001813282,0.9930785359261134,8.915383500379368,12.0,47.0,20.0,A,1
22,M,Urban,GT3,Apart,2,3,teacher,other,3,0,0,0,1,1,1,1,1,0,1,2,1,1,2,4,3.0,18.0,17.0,20.0,0.7644339912446061,0.7411405713897895,8.011817866966451,12.0,50.0,20.0,A,1
15,F,Urban,GT3,Together,1,0,other,services,3,0,0,1,0,0,1,1,1,0,2,2,1,4,3,3,0.0,16.0,20.0,19.0,0.8152659976839788,0.7236981328411947,9.730381517130482,12.0,29.0,20.0,A,1
20,M,Urban,LE3,Apart,4,4,other,other,3,0,1,1,1,0,1,1,1,1,4,3,5,1,4,3,0.0,19.0,20.0,22.0,0.7191263766051712,0.7483051565067903,6.630617678337951,12.0,30.0,20.0,A,1
20,M,Rural,GT3,Together,3,2,at_home,health,2,0,0,1,0,0,1,1,1,0,2,3,1,2,1,2,2.0,16.0,15.0,18.0,0.7480964665191152,0.8198573601644645,5.138955869349481,13.0,27.0,18.0,A,1
18,F,Urban,GT3,Together,4,4,at_home,services,2,0,0,1,0,0,0,1,1,0,4,5,4,2,2,5,3.0,12.0,13.0,19.0,0.6386327462651323,0.5623176992715644,6.9117687422405085,14.0,27.0,15.0,B,1
17,M,Rural,GT3,Together,1,3,services,health,1,2,1,0,1,0,1,1,1,1,2,1,1,4,3,4,13.0,8.0,9.0,13.0,0.3530635122045135,0.6162999606557404,6.773208531966634,5.0,26.0,7.0,F,0
15,F,Rural,LE3,Together,4,4,health,at_home,3,0,0,1,0,1,0,1,0,1,2,5,2,1,2,1,3.0,18.0,19.0,22.0,0.9970273291701779,0.9906954462554455,10.0,18.0,28.0,20.0,A,1
22,F,Rural,GT3,Apart,4,4,other,at_home,2,0,0,1,0,1,1,1,1,0,3,2,2,1,2,5,3.0,18.0,19.0,21.0,0.6798726509080899,0.7456393621248523,7.54962820920594,19.0,45.0,20.0,A,1
22,F,Rural,GT3,Apart,3,2,at_home,at_home,2,0,1,1,1,0,1,0,1,0,1,2,2,3,2,1,0.0,10.0,12.0,12.0,0.6983562209799945,0.5424992388439495,6.974283005931438,8.0,40.0,15.0,B,1
16,M,Urban,GT3,Apart,4,4,teacher,other,2,1,1,0,1,1,1,0,1,0,2,1,1,1,3,5,5.0,15.0,17.0,17.0,0.7320304763313124,0.7772194107410393,6.7539325013414,10.0,30.0,19.0,A,1
15,M,Urban,LE3,Together,2,2,services,at_home,2,0,0,1,0,1,1,1,0,0,2,1,5,1,1,3,6.0,13.0,12.0,15.0,0.5154467364086259,0.6354147665762896,5.344376685549284,11.0,19.0,15.0,B,1
15,F,Urban,GT3,Apart,4,3,other,at_home,3,0,1,0,1,0,0,1,1,0,1,1,3,1,1,3,11.0,18.0,20.0,19.0,0.704479556153556,0.8452824901292955,5.82106125871362,18.0,47.0,20.0,A,1
15,M,Rural,GT3,Together,4,3,services,other,2,0,1,0,0,1,1,1,0,1,2,2,3,4,1,3,1.0,14.0,18.0,15.0,0.8047970395536841,0.6851316776726055,6.050552678101765,15.0,43.0,18.0,A,1
21,M,Urban,GT3,Apart,4,1,services,other,4,0,0,1,0,1,0,1,1,1,3,2,4,2,2,3,2.0,18.0,20.0,20.0,0.9290576453382511,0.9842645075215188,6.550861329174737,12.0,30.0,20.0,A,1
22,M,Urban,GT3,Together,4,0,other,services,1,1,1,1,1,1,1,1,1,1,1,2,5,2,1,1,3.0,11.0,11.0,11.0,0.62070423891831,0.6619767923137809,4.643063092250934,12.0,32.0,13.0,C,1
16,F,Rural,LE3,Apart,3,1,other,teacher,2,0,0,1,0,0,0,1,1,0,2,1,2,4,3,1,1.0,16.0,16.0,16.0,0.7069548052689476,0.6661604868068365,6.243635635275555,16.0,30.0,18.0,A,1
20,F,Urban,LE3,Together,4,1,other,other,1,1,0,0,0,1,1,1,1,0,1,2,3,3,4,4,0.0,15.0,15.0,18.0,0.5854007946618391,0.58883171184413,8.794547354691602,11.0,38.0,16.0,A,1
16,F,Urban,GT3,Together,4,2,other,other,3,0,0,1,0,1,0,1,1,1,1,1,3,2,2,4,1.0,18.0,18.0,23.0,0.9063382660241337,0.9138048844476716,6.416880547150438,16.0,45.0,20.0,A,1
17,F,Rural,GT3,Together,2,4,teacher,at_home,2,0,0,1,1,0,1,1,1,0,2,4,2,1,1,2,2.0,16.0,12.0,14.0,0.7949306648721963,0.5597572860961567,8.29649372292898,12.0,27.0,18.0,A,1
19,M,Urban,LE3,Together,2,3,other,services,2,0,0,1,1,0,0,1,1,0,1,4,1,2,1,3,2.0,14.0,17.0,20.0,0.6796548170672329,0.8678749803283522,8.946711918024581,11.0,30.0,19.0,A,1
20,F,Urban,GT3,Together,4,4,other,other,3,0,1,1,0,0,1,1,1,0,2,1,5,2,5,2,0.0,20.0,20.0,18.0,0.9944261454488332,0.9088279375644897,8.31888125091914,19.0,45.0,20.0,A,1
21,M,Rural,GT3,Apart,3,4,at_home,other,2,1,0,1,1,0,1,1,1,0,1,4,4,1,2,5,7.0,15.0,12.0,20.0,0.6949600823088329,0.8177757107874102,7.6725778322322915,10.0,35.0,15.0,B,1
15,F,Urban,LE3,Together,3,3,other,at_home,2,0,1,0,1,0,1,1,1,0,4,5,4,4,4,1,0.0,20.0,20.0,22.0,0.884442411183732,0.9815569583711219,7.593038131398873,19.0,52.0,20.0,A,1
16,M,Urban,LE3,Together,4,2,health,other,2,0,0,0,0,0,1,1,0,0,3,5,2,1,4,4,1.0,12.0,12.0,15.0,0.6337118535475967,0.7583030807081029,3.688854658769499,13.0,31.0,15.0,B,1
17,F,Urban,GT3,Together,3,4,services,other,1,0,1,1,1,1,0,1,1,1,1,1,4,2,5,2,3.0,17.0,17.0,21.0,0.632712822168799,0.8756453131852272,8.648257614317957,12.0,45.0,19.0,A,1
17,M,Urban,GT3,Together,3,4,health,other,4,0,0,1,0,1,1,1,1,0,1,5,1,2,4,1,2.0,19.0,20.0,21.0,0.7263896566088086,0.906735086596757,8.882064050481935,17.0,48.0,20.0,A,1
22,M,Urban,LE3,Together,3,4,teacher,other,3,1,0,1,0,0,1,0,1,0,1,3,1,4,2,1,2.0,9.0,6.0,10.0,0.516846353252464,0.39566808175430224,4.556818177924093,5.0,28.0,11.0,D,1
21,M,Rural,GT3,Apart,3,4,other,other,3,0,1,1,0,0,1,1,0,0,1,5,5,1,3,3,0.0,16.0,16.0,17.0,0.8994814813263291,0.8382939560991675,9.293450144489924,11.0,29.0,19.0,A,1
17,M,Rural,GT3,Apart,4,3,health,at_home,3,1,1,1,0,0,1,1,1,0,2,2,2,1,5,1,2.0,13.0,13.0,20.0,0.6327314494900307,0.7001922421582932,7.536289196695269,10.0,26.0,16.0,A,1
22,M,Urban,GT3,Together,3,3,other,at_home,3,1,0,1,1,0,1,1,1,0,2,4,4,2,3,4,5.0,12.0,12.0,18.0,0.43890024665057026,0.6263974995210445,5.727906073340649,14.0,32.0,12.0,C,1
18,F,Urban,GT3,Together,3,4,services,other,2,1,0,1,1,1,0,1,1,0,2,5,2,5,3,2,0.0,12.0,10.0,14.0,0.4088256744993665,0.6250773870177818,3.5668942058264377,14.0,18.0,12.0,C,1
19,M,Urban,GT3,Together,4,3,services,other,1,1,1,0,1,0,1,1,1,0,3,2,4,2,4,5,0.0,12.0,13.0,18.0,0.6010776444283412,0.5759269167515042,8.130428675192086,10.0,20.0,15.0,B,1
18,F,Rural,GT3,Apart,4,4,services,at_home,2,0,1,1,0,1,0,1,1,0,3,4,4,1,3,1,3.0,15.0,17.0,16.0,0.7901825876004622,0.7413281686187829,9.723214034041028,13.0,25.0,20.0,A,1
16,M,Urban,LE3,Together,4,1,services,health,4,0,0,1,0,0,1,1,1,1,1,1,4,4,3,2,1.0,17.0,18.0,20.0,0.666706829753451,0.7060092896100532,8.422605195459283,18.0,49.0,20.0,A,1
22,F,Urban,GT3,Together,1,0,other,other,4,0,1,0,0,0,0,0,1,0,2,4,5,2,3,2,11.0,16.0,16.0,18.0,0.571562212720842,0.7429308894272784,8.641003029464779,15.0,41.0,20.0,A,1
15,M,Urban,LE3,Apart,4,3,other,other,3,1,0,0,0,1,1,1,1,0,2,5,3,1,2,4,0.0,16.0,20.0,19.0,0.8853142490808641,0.8250797365379022,7.930124197817674,11.0,48.0,20.0,A,1
